Soil_Moisture,Crop_Growth_Stage,sol_chaud_sec,Mulching_Used,Wind_Speed_kmh,Rainfall_mm,Temperature_C,besoin_eau
42.19,0,8.237925,0,19.51,254.81,14.25,1
41.61,2,14.147897000000002,1,11.01,861.51,24.23,0
13.21,1,11.438922,0,1.89,2316.28,13.18,0
57.37,0,10.585029,1,10.87,1915.71,24.83,0
33.83,3,9.740224,0,2.2,2236.89,14.72,0
21.89,3,12.872528,0,9.72,1980.46,16.48,1
64.64,2,10.689328,0,3.32,2287.7,30.23,0
56.72,0,16.589223999999998,1,13.63,927.17,38.33,1
40.21,2,21.966846,1,5.58,1067.03,36.74,0
13.31,1,28.321623,1,11.71,1081.77,32.67,1
17.08,0,18.258984,0,9.03,2199.58,22.02,1
34.56,1,14.809072,1,0.96,2476.97,22.63,0
33.32,0,20.670800000000003,1,13.49,167.54,31.0,1
37.33,0,11.387139,1,17.99,2320.32,18.17,0
52.16,3,12.701520000000002,1,15.28,1086.26,26.55,0
43.08,0,15.505008,0,13.37,2146.56,27.24,1
30.14,2,18.289348,0,2.47,1426.27,26.18,0
63.44,2,6.390688000000001,0,6.31,395.98,17.48,0
63.61,0,4.384995,1,9.66,1447.89,12.05,0
19.55,2,24.979725,1,16.99,1767.14,31.05,1
31.23,1,22.535929000000003,0,15.69,379.75,32.77,0
43.0,2,15.486900000000002,0,13.17,140.68,27.17,1
11.31,2,23.476243,1,13.81,2426.0,26.47,0
55.54,3,13.124592,1,1.91,1441.31,29.52,0
48.82,3,16.177998000000002,0,4.23,27.66,31.61,1
23.1,2,25.16168,0,7.8,2488.79,32.72,1
10.74,2,15.459832,0,4.03,1538.2,17.32,0
56.24,2,18.2698,1,14.53,1278.53,41.75,0
14.41,3,29.1006,0,18.49,1027.85,34.0,1
12.98,3,16.072594,0,3.9,1922.04,18.47,1
57.65,1,15.834665,1,5.13,1385.08,37.39,0
8.02,1,36.157338,1,12.85,142.99,39.31,1
58.29,1,15.532804000000002,1,1.11,107.45,37.24,0
21.16,1,10.0521,1,18.51,1247.37,12.75,0
54.83,2,9.987087,1,17.62,769.8,22.11,0
46.77,3,20.200785,0,4.13,712.0,37.95,1
9.07,1,34.562493,0,10.6,1796.29,38.01,1
50.44,2,13.861932,0,14.37,1899.19,27.97,0
13.73,2,25.863746000000003,0,16.64,1245.72,29.98,1
57.04,2,16.234583999999998,1,1.13,731.15,37.79,0
46.65,2,14.473855000000002,1,10.7,1551.71,27.13,0
9.06,2,30.483088,0,4.1,236.63,33.52,1
61.93,3,9.658359,1,10.23,2067.9,25.37,0
42.05,0,21.609555,1,6.91,101.68,37.29,1
37.92,0,22.758528,0,15.35,1730.14,36.66,1
16.39,0,25.434162,0,19.67,673.72,30.42,1
18.47,1,22.25769,0,11.35,1163.73,27.3,1
61.1,3,10.65471,0,12.6,1311.14,27.39,1
27.04,2,14.161536,1,15.56,1698.51,19.41,0
33.2,1,21.376,0,19.34,2449.69,32.0,0
14.08,3,15.173472,1,9.81,2436.48,17.66,1
45.44,2,13.732752000000003,1,16.88,989.7,25.17,0
56.56,0,7.050312,0,13.62,2356.0,16.23,1
35.34,1,12.278933999999998,1,2.51,1935.43,18.99,0
28.21,1,20.53194,1,7.36,1914.95,28.6,0
14.39,2,19.390665,0,16.97,1244.22,22.65,1
39.11,0,17.816414,1,6.15,157.38,29.26,1
42.4,3,11.041920000000005,0,1.35,1405.26,19.17,0
38.82,3,15.503012,0,16.3,828.13,25.34,1
23.59,3,27.293652,1,1.28,1168.11,35.72,1
22.85,3,21.162245,1,2.8,1048.61,27.43,1
28.53,2,27.23007,0,15.02,2086.72,38.1,0
29.33,0,16.706388,0,8.84,217.46,23.64,1
33.72,0,20.924596,1,10.88,270.03,31.57,1
42.15,1,17.488055,0,1.54,1442.89,30.23,0
29.19,3,9.27611,0,9.43,2363.3,13.1,0
41.97,0,11.25782,0,9.4,72.09,19.4,1
48.58,1,21.102768,0,5.4,898.65,41.04,0
59.88,1,14.16236,1,7.72,928.21,35.3,0
35.42,0,22.984022,0,1.27,1212.23,35.59,1
26.19,2,29.952098,1,13.17,23.97,40.58,1
23.89,3,24.104037,1,8.65,2034.3,31.67,1
50.48,1,18.208504000000005,0,19.81,937.18,36.77,0
54.76,1,9.079668,1,15.88,2173.52,20.07,0
44.76,2,9.3908,0,7.06,399.0,17.0,0
26.07,1,27.516746,0,9.96,2146.33,37.22,0
31.33,1,12.079053000000002,0,10.37,1658.71,17.59,0
34.39,0,14.532615,0,0.58,2069.96,22.15,0
30.05,3,24.748310000000004,1,6.55,1666.97,35.38,0
47.54,0,16.099974,0,17.4,1132.31,30.69,1
18.42,0,14.252026,1,1.23,2469.99,17.47,1
11.2,0,35.91072,0,1.55,1932.64,40.44,1
46.99,2,18.760239,0,11.08,2045.25,35.39,0
20.05,1,11.936535,1,5.62,552.5,14.93,0
24.65,3,11.55869,0,3.01,2377.0,15.34,1
47.95,0,12.455564999999998,1,17.39,800.21,23.93,0
16.59,3,22.178719,1,11.99,581.47,26.59,1
44.05,2,22.642965000000004,1,8.75,1086.71,40.47,0
18.68,1,30.153456,0,10.46,2047.24,37.08,1
62.95,0,14.212379999999998,0,10.56,1685.26,38.36,1
35.49,3,12.19239,1,11.85,1156.85,18.9,0
19.16,1,14.9554,1,17.12,270.93,18.5,1
55.21,3,14.901633,1,18.33,1317.94,33.27,1
20.7,0,28.41319,1,6.86,847.08,35.83,1
37.66,2,16.831799999999998,1,4.65,1468.02,27.0,0
40.31,2,11.836526999999998,0,15.31,1040.6,19.83,0
58.67,2,6.691327,1,0.52,1684.86,16.19,0
54.01,3,15.806762999999998,0,0.77,2400.61,34.37,1
41.28,0,17.58664,1,9.95,1023.57,29.95,0
27.94,1,17.006159999999998,1,1.9,2133.02,23.6,0
47.09,1,8.042319999999998,1,5.35,1191.29,15.2,0
22.98,0,18.02268,0,15.99,1717.69,23.4,1
37.74,1,11.605264000000002,0,16.07,2022.3,18.64,0
11.79,0,19.344453,1,5.41,2214.26,21.93,1
63.06,1,12.385981999999998,0,17.55,1887.19,33.53,0
45.71,0,21.558559,0,15.23,91.08,39.71,1
52.46,2,19.363042,0,12.78,1201.28,40.73,0
25.95,2,15.913344999999998,1,12.75,898.99,21.49,0
23.3,2,30.84874,1,1.26,157.83,40.22,1
20.08,2,22.289688,1,18.24,1341.69,27.89,0
29.43,3,17.487246,1,10.89,1783.97,24.78,0
43.1,2,16.47824,0,3.7,1606.34,28.96,0
62.83,0,5.7204630000000005,0,6.37,528.35,15.39,0
21.15,1,29.245465000000003,0,18.57,2458.27,37.09,1
54.45,3,7.15135,0,14.29,847.9,15.7,1
26.46,1,16.142030000000002,0,17.33,81.56,21.95,1
9.65,2,13.037505,0,11.15,2483.74,14.43,1
36.92,1,16.438648,1,9.36,476.64,26.06,0
11.92,0,16.884936000000003,0,17.81,2426.18,19.17,1
35.75,2,14.983100000000002,1,1.1,1586.61,23.32,0
21.12,0,23.009296,0,13.91,1515.88,29.17,1
58.93,0,15.327324,0,3.47,312.56,37.32,1
33.47,0,14.756354,0,16.47,897.97,22.18,1
59.85,3,5.641075,0,15.48,869.41,14.05,1
13.51,2,25.903755,0,6.92,941.64,29.95,0
30.97,0,26.362557,0,14.72,1263.19,38.19,1
15.12,0,35.52228,1,15.05,1414.41,41.85,1
39.87,3,21.129682,1,1.46,166.18,35.14,1
20.7,1,26.89063,1,0.85,53.52,33.91,1
11.25,1,13.001875,1,16.56,675.65,14.65,0
11.6,1,15.54956,1,17.72,946.34,17.59,0
26.87,1,21.076066,1,3.63,135.74,28.82,0
34.38,2,8.891509999999998,1,14.06,1868.8,13.55,0
14.4,2,28.0768,0,14.78,687.89,32.8,1
48.02,1,8.769026000000002,1,4.46,2231.44,16.87,0
45.49,2,13.142360999999998,0,4.4,1281.39,24.11,0
21.7,1,16.30989,0,13.08,1613.98,20.83,1
20.79,1,16.808362,1,14.38,184.18,21.22,1
53.09,2,18.749927,0,3.51,900.72,39.97,0
31.74,3,13.187832000000002,0,19.32,988.35,19.32,1
27.23,1,9.205405,0,16.27,2429.28,12.65,0
19.2,2,32.239200000000004,1,19.49,214.65,39.9,1
45.25,0,22.2285,1,9.31,509.18,40.6,0
19.24,1,22.6128,0,1.39,247.37,28.0,1
16.25,1,29.99925,1,17.53,2318.02,35.82,1
37.34,3,16.955796,1,19.97,600.59,27.06,0
51.39,0,12.429577,0,3.84,1009.58,25.57,0
15.36,2,14.439584,1,8.05,1493.02,17.06,0
59.36,0,10.094976,1,13.71,577.65,24.84,0
63.83,1,6.398473000000001,0,16.44,1562.15,17.69,0
9.89,2,34.494108000000004,1,18.14,2081.52,38.28,1
51.05,1,16.990545,1,19.36,431.04,34.71,0
60.79,3,5.2541400000000005,1,7.49,261.01,13.4,1
40.06,0,23.850126,0,19.9,2458.99,39.79,1
57.35,0,7.536255000000001,0,15.46,1231.65,17.67,1
28.38,3,15.921126,1,14.45,459.02,22.23,0
52.02,2,8.08463,1,4.45,1326.08,16.85,0
9.06,3,21.225396,1,18.49,1458.19,23.34,1
39.28,3,16.965168,1,9.83,1093.55,27.94,0
8.82,0,15.59178,1,7.09,1970.56,17.1,1
59.26,2,7.345422,1,2.56,241.84,18.03,0
62.7,0,11.78307,0,3.65,312.5,31.59,1
20.72,3,10.694872,0,16.74,1560.63,13.49,1
44.54,1,17.336796,1,3.62,817.76,31.26,0
23.49,0,29.716484,0,1.93,534.46,38.84,1
33.6,1,19.03688,0,7.6,1533.33,28.67,0
30.52,3,27.65998800000001,0,5.07,1096.72,39.81,1
62.58,0,10.470116,0,3.55,392.43,27.98,0
23.93,2,19.253317,0,10.82,1794.95,25.31,1
13.48,2,17.797164,0,8.98,187.59,20.57,1
46.03,0,16.196397000000005,0,1.03,2462.51,30.01,1
11.67,3,12.551693,0,13.86,547.32,14.21,1
13.8,0,31.18716,0,19.37,618.57,36.18,1
52.9,1,18.90123,1,13.51,2487.78,40.13,0
30.53,3,23.953256,0,3.36,3.8,34.48,1
32.36,0,27.170988,0,15.88,2052.63,40.17,1
30.84,0,13.423956,0,19.78,1640.76,19.41,1
25.13,3,28.315834,0,7.62,1871.04,37.82,1
39.6,3,19.96824,0,7.21,917.62,33.06,1
61.8,2,10.7342,1,17.86,1694.42,28.1,0
24.93,0,30.155619,1,7.01,602.57,40.17,1
39.44,0,22.594936000000004,1,13.03,1160.49,37.31,1
14.57,2,15.505545,1,9.55,2175.79,18.15,0
39.45,2,22.215795,0,5.3,1788.82,36.69,0
20.54,0,26.078772,0,2.4,50.57,32.82,1
39.63,0,9.284906,0,3.53,436.11,15.38,0
38.64,1,17.002855999999998,0,1.14,2283.55,27.71,0
57.86,2,9.405648,1,4.29,229.1,22.32,0
31.58,3,22.400708,0,9.51,265.95,32.74,1
58.88,1,16.40688,0,12.53,916.8,39.9,0
46.11,3,14.119179999999998,1,3.04,2150.54,26.2,0
45.39,2,18.933287000000004,0,8.82,2249.45,34.67,0
64.15,2,6.148274999999998,0,7.44,1541.63,17.15,0
18.92,3,20.075408,0,2.32,1565.48,24.76,1
47.07,3,6.51039,1,12.59,1696.17,12.3,0
17.83,1,16.910586,0,0.94,1031.38,20.58,0
47.65,1,16.950930000000003,0,13.26,1900.84,32.38,0
49.08,3,9.628972000000005,0,14.78,1268.01,18.91,1
11.96,1,20.099532,0,0.9,1736.98,22.83,0
52.74,0,17.807568,1,9.4,652.32,37.68,0
15.29,2,18.187237,1,9.98,2106.81,21.47,0
62.54,3,12.706432,1,19.5,2110.51,33.92,1
20.6,1,18.54784,0,4.34,514.43,23.36,0
30.26,3,15.565968,0,19.51,381.76,22.32,1
48.22,1,8.647260000000001,1,9.87,1381.76,16.7,0
17.17,1,21.419838,0,19.27,1018.47,25.86,1
16.8,1,26.21632,1,6.69,1201.59,31.51,0
62.38,1,14.984046,0,7.76,1177.0,39.83,0
16.38,1,14.42445,0,13.1,159.81,17.25,1
38.93,0,17.637016,0,11.71,682.2,28.88,1
56.49,2,14.275631,1,14.09,814.1,32.81,0
42.95,3,20.315505,1,2.77,225.42,35.61,1
57.58,2,9.9687,0,12.49,2180.44,23.5,0
27.31,1,24.467454,1,17.31,1952.06,33.66,0
14.74,2,21.212688,1,18.52,1892.1,24.88,0
16.84,2,10.586268,0,17.64,2231.87,12.73,1
42.47,0,21.107757,1,5.14,1109.22,36.69,0
10.16,1,29.889768000000004,0,9.68,77.27,33.27,1
8.97,0,13.754633,0,9.29,823.21,15.11,1
35.92,3,10.15668,0,8.32,2181.95,15.85,0
23.17,1,29.925285,1,10.14,1733.48,38.95,1
53.73,3,11.178832,1,9.93,1367.96,24.16,0
32.89,2,11.959002,0,18.96,1775.44,17.82,0
19.55,2,31.68121,1,19.78,476.74,39.38,1
19.09,1,19.523583,0,7.61,990.91,24.13,0
58.73,0,7.597807000000001,1,8.38,94.72,18.41,1
42.29,3,17.030221,1,19.03,78.61,29.51,1
51.01,2,13.379169,1,11.64,623.85,27.31,0
38.93,2,16.146908,0,10.77,766.61,26.44,0
23.19,2,17.458913,0,15.23,555.41,22.73,1
60.49,1,5.701293,0,12.56,1265.48,14.43,0
15.6,1,33.83596,0,10.8,1619.27,40.09,1
30.39,2,21.405075,0,12.87,1774.64,30.75,0
56.86,1,17.186976,0,6.68,2017.46,39.84,0
40.68,0,10.55896,0,15.09,1696.12,17.8,1
53.41,0,12.546687,0,8.96,2018.56,26.93,0
39.74,1,14.956532,1,14.19,1491.38,24.82,0
27.92,3,15.194463999999998,0,15.11,2314.56,21.08,1
46.11,0,8.708623999999999,1,16.1,1066.76,16.16,0
42.59,1,16.172397,1,1.09,4.29,28.17,0
43.92,1,10.329936,0,19.26,2295.74,18.42,0
63.3,0,4.58383,0,8.64,1638.14,12.49,0
12.43,3,11.375343,1,9.34,769.09,12.99,1
50.75,0,14.336675,1,10.71,1663.48,29.11,0
45.79,0,10.95042,1,9.71,1421.43,20.2,0
55.14,3,12.803044,0,9.5,85.03,28.54,1
54.69,2,6.674163000000001,0,4.8,1508.31,14.73,0
11.38,1,20.932044,0,5.69,2359.58,23.62,0
54.16,2,9.988536,0,17.37,677.51,21.79,0
21.51,3,24.049336,0,19.16,225.09,30.64,1
21.57,0,28.572049,0,1.52,981.35,36.43,1
24.09,3,12.305011,0,15.05,1901.07,16.21,1
60.31,3,13.970880000000005,1,6.11,2390.17,35.2,0
60.81,1,8.711937,1,17.83,2339.32,22.23,0
28.57,0,18.436083,0,7.35,718.47,25.81,0
28.97,2,23.361767,1,5.04,434.5,32.89,0
25.03,3,23.578065,1,0.87,661.54,31.45,0
51.23,1,15.513737,1,18.75,752.67,31.81,0
9.61,1,26.737362,1,8.42,2173.46,29.58,0
19.62,2,29.435156,0,11.29,1654.78,36.62,1
49.58,2,12.826848,1,11.93,2192.11,25.44,0
37.31,3,23.602785,1,19.12,737.68,37.65,1
17.5,3,9.92475,0,10.05,1056.01,12.03,1
11.31,3,26.78438,1,9.58,106.45,30.2,1
9.95,1,26.951965,1,14.27,1243.68,29.93,0
27.2,3,18.87704,1,0.75,1455.2,25.93,0
18.02,0,33.357662,1,15.63,37.8,40.69,1
58.7,2,5.980239999999999,0,5.01,1146.05,14.48,0
59.37,0,13.838578,0,13.04,1986.87,34.06,1
46.23,2,11.614320000000005,0,17.83,1419.97,21.6,0
55.16,3,12.223384,0,14.26,2136.07,27.26,1
39.44,1,9.562424,0,13.41,622.16,15.79,0
26.27,0,16.250092000000002,0,15.57,767.57,22.04,1
50.9,2,13.44358,1,7.86,786.64,27.38,0
35.48,0,15.420279999999998,1,0.77,113.31,23.9,1
38.63,1,21.651336,0,4.43,21.17,35.28,1
43.52,3,15.87088,0,2.15,298.12,28.1,1
11.34,3,10.99384,0,4.02,885.4,12.4,1
48.63,2,18.051418,1,10.11,0.43,35.14,1
34.51,0,12.816393,0,19.65,1948.84,19.57,1
61.22,2,5.685148000000001,0,17.57,2014.65,14.66,0
59.34,3,8.993992,1,9.89,1791.36,22.12,0
12.09,2,12.738159,0,13.33,1563.89,14.49,1
50.87,2,16.222726000000005,1,9.01,1053.68,33.02,0
52.93,0,15.994386,1,6.48,1994.91,33.98,0
42.04,0,13.93938,1,7.17,1703.65,24.05,0
40.89,2,18.596006,0,9.7,216.89,31.46,1
31.57,2,16.074206999999998,1,11.32,2012.63,23.49,0
33.39,0,26.670644,0,6.91,175.7,40.04,1
28.76,1,9.2612,1,19.35,1476.3,13.0,0
37.16,3,13.378636,0,7.07,1571.39,21.29,0
29.65,3,27.091785,1,19.79,968.77,38.51,1
64.83,0,8.613133,0,19.83,719.33,24.49,1
36.47,3,13.169769,1,9.54,1006.36,20.73,0
26.51,3,29.778148,1,14.21,2499.69,40.52,1
25.25,1,29.062800000000003,1,4.89,638.83,38.88,0
61.67,2,5.143885999999999,1,1.33,2233.82,13.42,0
54.69,1,10.14944,0,8.45,293.97,22.4,0
24.51,1,28.716396,0,18.84,1835.59,38.04,1
51.64,0,14.319396,1,5.93,1615.02,29.61,0
28.62,3,23.526848,1,8.77,2476.41,32.96,0
58.28,3,8.452472,0,14.63,1915.04,20.26,1
12.21,1,29.558893,0,12.67,2222.69,33.67,1
47.78,3,16.966278000000003,1,15.74,1892.62,32.49,1
48.91,2,17.166240000000002,0,5.49,303.77,33.6,0
24.33,2,12.515818,1,3.17,572.47,16.54,0
14.0,3,17.4236,1,18.57,587.04,20.26,1
51.7,3,9.9498,1,1.06,2134.46,20.6,0
36.54,3,17.457846000000004,1,15.85,1357.33,27.51,0
35.22,2,19.777334,1,9.49,89.31,30.53,0
12.85,3,10.571295,1,11.73,865.77,12.13,1
13.69,2,13.921803,1,14.55,154.5,16.13,1
64.85,3,6.703105000000001,1,8.8,1498.67,19.07,0
17.52,0,11.225528,1,16.29,1101.92,13.61,1
58.01,2,14.062451000000005,1,17.36,1639.59,33.49,0
54.89,2,9.468588999999998,1,17.54,1715.14,20.99,0
13.02,0,10.855104,1,4.31,1743.77,12.48,1
53.25,2,11.5379,1,15.15,2328.14,24.68,0
47.92,0,8.181768,1,2.59,129.44,15.71,1
18.96,1,29.82272,1,8.03,1364.99,36.8,0
9.99,2,34.536837,0,2.85,2483.03,38.37,1
38.28,0,17.503791999999997,0,14.84,1121.69,28.36,1
12.26,2,18.583332,1,9.31,39.07,21.18,1
56.65,1,5.873925,0,14.29,26.47,13.55,1
21.89,1,19.871184000000003,0,8.72,1752.09,25.44,0
28.68,0,26.63088800000001,1,15.38,912.65,37.34,1
47.11,1,17.585924999999996,0,8.75,232.68,33.25,1
39.42,2,22.408542,1,4.07,18.59,36.99,0
23.06,0,18.488682,1,2.77,1842.31,24.03,1
60.31,2,15.725178,1,9.64,66.17,39.62,0
44.58,1,20.278178000000004,1,4.6,29.58,36.59,0
37.12,3,22.171488,0,19.56,820.46,35.26,1
41.83,3,7.492296,1,11.69,394.77,12.88,0
34.72,3,22.377984,0,9.81,1730.27,34.28,1
9.58,2,16.41123,1,5.01,1032.53,18.15,0
63.33,0,14.403976000000002,0,5.85,1617.85,39.28,1
51.65,2,16.695255000000003,1,10.55,1708.01,34.53,0
28.62,2,17.281098,1,7.17,1302.79,24.21,0
47.01,0,20.745585,0,14.82,570.67,39.15,1
58.96,3,6.225768,1,6.49,1533.07,15.17,0
61.0,1,10.1985,0,5.88,1945.49,26.15,0
58.87,2,8.151966,1,6.2,1829.92,19.82,0
15.41,3,31.196792,0,10.68,2164.05,36.88,1
47.94,1,11.604174,1,17.44,1837.6,22.29,0
63.89,0,14.444,0,10.63,700.46,40.0,1
30.35,0,21.090020000000003,1,10.54,1467.29,30.28,1
20.71,2,24.373746,1,0.72,1998.42,30.74,0
48.76,1,11.339412,0,7.99,509.53,22.13,0
34.78,3,8.856876,0,18.52,1787.43,13.58,1
14.15,0,29.06881,1,6.78,1709.19,33.86,1
45.92,3,20.220512,1,7.52,493.91,37.39,0
30.03,2,14.924601,0,3.35,1978.88,21.33,0
39.4,2,13.707720000000002,1,5.64,1750.88,22.62,0
41.88,1,7.683464,1,14.14,111.4,13.22,0
20.87,2,20.716234,0,7.2,2330.99,26.18,0
35.34,2,18.990642,1,18.38,786.27,29.37,0
30.03,0,26.616588,0,3.58,14.96,38.04,1
57.35,3,11.28519,1,11.83,1194.91,26.46,0
53.1,1,13.98558,1,17.22,593.45,29.82,0
17.27,1,30.353637,1,1.7,550.44,36.69,0
44.93,0,8.695552999999999,1,7.05,1855.14,15.79,0
46.57,3,16.862508,1,2.19,802.29,31.56,0
41.42,3,20.872054,1,4.17,2092.95,35.63,0
37.48,0,9.496788,0,13.6,2244.89,15.19,1
12.69,1,11.673347,1,0.92,362.49,13.37,0
64.19,0,13.836984,0,6.29,1880.37,38.64,1
62.01,0,15.382151000000002,0,3.96,1008.1,40.49,1
20.57,1,25.211082,1,16.55,2348.42,31.74,1
18.96,3,30.414312,1,19.77,1850.23,37.53,1
10.29,1,30.896124,1,1.17,1831.02,34.44,0
15.0,1,12.4015,1,11.21,450.41,14.59,0
27.79,3,20.038275,1,0.83,635.45,27.75,0
46.33,0,16.95972,0,2.57,2457.26,31.6,1
52.02,1,7.422506,1,2.7,1166.62,15.47,0
25.32,2,20.484724,0,2.15,2282.63,27.43,0
41.05,3,18.0387,0,3.03,2383.29,30.6,1
28.3,1,11.887859999999998,1,10.54,2299.63,16.58,0
64.8,0,4.442239999999999,1,7.27,406.82,12.62,0
58.71,3,7.923551000000002,1,14.57,1509.44,19.19,0
41.31,1,15.993025,0,12.64,155.29,27.25,1
21.09,2,25.322219000000004,0,15.3,2428.6,32.09,1
50.53,2,11.348418,0,18.06,1336.59,22.94,0
47.84,2,10.129472,0,2.36,1243.21,19.42,0
39.1,1,22.97148,1,12.05,1269.66,37.72,0
34.46,2,22.64407,1,1.27,1958.45,34.55,0
47.77,2,18.625218,1,8.27,1145.1,35.66,0
37.58,1,22.371328000000005,0,15.47,1971.07,35.84,0
52.89,1,9.18645,1,15.83,64.01,19.5,0
59.31,2,9.004696999999998,0,8.95,1803.83,22.13,0
21.12,0,27.442352,1,1.81,1356.0,34.79,1
13.64,3,15.777972,0,14.34,2074.19,18.27,1
50.94,3,13.991912,1,2.67,1193.11,28.52,0
48.66,1,15.201774000000002,1,11.89,459.53,29.61,0
33.03,3,24.497626,1,14.69,1398.68,36.58,1
36.25,3,11.137125,1,7.4,368.36,17.47,0
30.67,2,20.792067,1,13.13,2218.59,29.99,0
8.39,2,30.158012000000003,0,10.21,1491.64,32.92,1
41.71,2,8.446221,0,15.58,1641.58,14.49,0
11.48,0,29.663052,1,3.94,1300.79,33.51,1
55.78,1,16.418886000000004,1,17.73,1617.93,37.13,0
55.91,3,7.830384000000002,0,5.13,1244.57,17.76,0
8.06,0,33.392608,1,6.13,2460.85,36.32,1
32.09,2,28.406753,0,0.5,1135.33,41.83,0
20.88,2,20.642408,1,17.55,1534.97,26.09,0
13.64,2,35.148520000000005,0,1.16,425.51,40.7,1
9.57,0,23.900649,0,3.06,1487.51,26.43,1
27.9,0,8.745730000000002,0,13.67,1796.85,12.13,1
34.42,3,27.268163999999995,0,10.31,1470.32,41.58,1
62.93,1,12.310947,0,4.76,1882.46,33.21,0
49.16,3,14.296208,1,11.5,21.95,28.12,1
31.34,0,18.1949,0,10.31,575.66,26.5,1
36.01,0,23.465133,1,17.68,854.94,36.67,1
10.76,1,20.355644,0,8.55,2146.81,22.81,0
23.04,3,18.278,0,15.02,1124.75,23.75,1
39.82,2,10.236618000000002,1,7.83,2024.47,17.01,0
58.48,1,17.106240000000003,1,8.21,1802.43,41.2,0
42.76,2,11.613996,0,17.44,141.7,20.29,1
40.05,3,7.68559,0,7.07,2037.88,12.82,0
37.57,3,22.406127,0,3.43,479.12,35.89,1
31.72,3,26.465328000000003,0,1.77,617.1,38.76,1
54.89,1,8.846070999999998,1,14.84,307.53,19.61,0
9.9,0,24.29096,0,10.53,2136.65,26.96,1
16.47,1,11.869613,0,3.99,730.51,14.21,0
23.36,3,26.264528,0,13.37,59.72,34.27,1
39.23,1,23.366065000000003,0,7.18,2241.04,38.45,0
13.97,0,14.590688,0,6.21,1663.95,16.96,1
40.71,1,11.20581,0,5.36,889.26,18.9,0
29.36,0,17.229096000000002,0,6.47,1087.52,24.39,0
55.44,2,7.668776,1,4.14,1848.0,17.21,0
34.64,0,21.529584,1,2.07,2453.78,32.94,0
16.3,2,20.65716,1,9.95,986.67,24.68,0
8.21,1,37.487036,0,17.31,176.19,40.84,1
11.55,3,33.460635,0,13.54,1367.83,37.83,1
37.14,3,11.647958,0,5.5,354.11,18.53,0
63.99,0,10.208835,1,11.98,1674.7,28.35,0
32.31,2,23.346281000000005,0,13.17,1932.48,34.49,0
9.55,1,36.333765,1,13.6,630.06,40.17,1
43.57,2,14.643585,0,7.49,556.69,25.95,0
64.04,1,11.586311999999998,0,19.52,794.38,32.22,0
56.4,1,7.743360000000002,1,12.55,1152.11,17.76,0
12.77,0,28.550379,1,19.73,999.17,32.73,1
16.26,0,15.969217999999998,0,5.17,1667.66,19.07,1
48.52,2,14.455583999999996,0,5.7,1971.27,28.08,0
32.0,2,19.2372,0,17.37,2351.34,28.29,0
11.56,0,36.56994,0,14.41,704.83,41.35,1
12.92,2,13.45386,1,15.21,980.66,15.45,0
8.96,2,16.951648000000002,1,15.36,997.3,18.62,0
25.79,0,21.112745,0,13.83,540.27,28.45,1
46.11,1,14.189236999999997,0,15.36,2296.11,26.33,0
14.72,1,32.116448,1,1.54,1170.7,37.66,0
45.63,3,8.59046,1,11.86,1589.75,15.8,0
58.34,1,9.835926,1,17.55,2099.66,23.61,0
60.22,0,15.363036,0,10.56,65.75,38.62,1
25.93,0,28.650276,1,0.65,2064.9,38.68,0
50.2,0,13.02768,0,6.72,1847.51,26.16,0
26.52,3,9.69936,0,11.66,270.44,13.2,1
26.34,2,14.783561999999998,0,0.9,1981.31,20.07,0
11.16,1,25.790252,0,10.03,1632.68,29.03,1
29.88,2,13.308776000000002,0,2.63,1982.56,18.98,0
51.28,0,11.541768,1,17.71,43.57,23.69,1
22.7,0,21.65946,0,7.38,764.95,28.02,1
25.69,3,14.497881,0,13.01,584.79,19.51,1
50.6,1,17.76424,0,16.84,94.56,35.96,1
47.32,2,9.187392,0,7.94,790.13,17.44,0
41.07,1,16.907017,1,13.04,2263.36,28.69,0
46.18,0,16.598088,1,5.49,554.77,30.84,0
40.24,0,18.908064,0,18.98,536.07,31.64,1
60.11,1,7.607023000000001,0,4.96,1547.07,19.07,0
28.89,3,8.988304000000001,1,5.99,105.23,12.64,1
46.07,1,11.330693,0,6.5,599.66,21.01,0
37.17,3,22.49314,0,3.31,834.8,35.8,1
33.79,2,27.106374,0,13.04,2486.75,40.94,0
23.79,3,20.65291,1,0.78,632.04,27.1,1
29.87,1,8.583912,0,9.76,1449.53,12.24,0
38.52,3,17.036108000000002,0,4.76,1624.35,27.71,0
43.67,1,12.533424999999998,0,18.62,1291.67,22.25,0
56.34,1,9.945748,1,14.73,1226.76,22.78,0
41.01,2,23.531111000000003,0,10.68,1609.75,39.89,0
10.18,2,29.649582,0,5.57,1928.31,33.01,1
19.74,3,16.212519999999998,1,9.76,53.11,20.2,1
37.16,2,17.896832000000003,1,11.03,339.52,28.48,0
42.97,0,10.191261,0,19.11,1371.41,17.87,1
26.87,3,28.762029,0,6.66,338.39,39.33,1
44.8,0,10.46592,1,18.21,2203.4,18.96,0
46.91,1,17.737369,0,9.46,896.7,33.41,0
8.9,3,14.43935,0,5.77,339.54,15.85,1
35.32,0,22.21758,0,12.42,1789.47,34.35,1
43.77,2,7.293031000000001,0,4.38,70.92,12.97,0
28.64,2,25.889408,0,18.14,1940.26,36.28,0
59.4,3,9.93482,0,17.49,1284.67,24.47,1
47.24,1,16.51388,1,11.87,93.53,31.3,1
